YYDD,Photons,Type
1950344,4.35,5
1950345,4.33,5
1950346,4.3,5
1950347,4.23,5
1950348,4.17,5
1950349,4.09,5
1950350,4.04,5
1950351,4.0,5
1950352,3.97,5
1950353,3.97,5
1950354,3.96,5
1950355,3.95,5
1950356,3.95,5
1950357,3.95,5
1950358,3.99,5
1950359,4.03,5
1950360,4.08,5
1950361,4.12,5
1950362,4.14,5
1950363,4.14,5
1950364,4.13,5
1950365,4.12,5
1951001,4.12,5
1951002,4.09,5
1951003,4.1,5
1951004,4.15,5
1951005,4.22,5
1951006,4.25,5
1951007,4.26,5
1951008,4.25,5
1951009,4.24,5
1951010,4.17,5
1951011,4.1,5
1951012,4.04,5
1951013,4.01,5
1951014,3.99,5
1951015,3.99,5
1951016,3.99,5
1951017,4.01,5
1951018,4.02,5
1951019,4.04,5
1951020,4.07,5
1951021,4.11,5
1951022,4.17,5
1951023,4.19,5
1951024,4.26,5
1951025,4.33,5
1951026,4.42,5
1951027,4.46,5
1951028,4.49,5
1951029,4.5,5
1951030,4.49,5
1951031,4.43,5
1951032,4.39,5
1951033,4.34,5
1951034,4.3,5
1951035,4.21,5
1951036,4.15,5
1951037,4.09,5
1951038,4.05,5
1951039,4.02,5
1951040,4.06,5
1951041,4.08,5
1951042,4.1,5
1951043,4.06,5
1951044,4.06,5
1951045,4.07,5
1951046,4.09,5
1951047,4.09,5
1951048,4.11,5
1951049,4.14,5
1951050,4.15,5
1951051,4.17,5
1951052,4.19,5
1951053,4.22,5
1951054,4.24,5
1951055,4.27,5
1951056,4.31,5
1951057,4.32,5
1951058,4.32,5
1951059,4.27,5
1951060,4.22,5
1951061,4.16,5
1951062,4.12,5
1951063,4.1,5
1951064,4.1,5
1951065,4.08,5
1951066,4.08,5
1951067,4.07,5
1951068,4.07,5
1951069,4.08,5
1951070,4.08,5
1951071,4.08,5
1951072,4.08,5
1951073,4.08,5
1951074,4.09,5
1951075,4.12,5
1951076,4.17,5
1951077,4.23,5
1951078,4.28,5
1951079,4.36,5
1951080,4.39,5
1951081,4.45,5
1951082,4.5,5
1951083,4.55,5
1951084,4.55,5
1951085,4.49,5
1951086,4.43,5
1951087,4.37,5
1951088,4.32,5
1951089,4.28,5
1951090,4.25,5
1951091,4.2,5
1951092,4.17,5
1951093,4.15,5
1951094,4.14,5
1951095,4.17,5
1951096,4.21,5
1951097,4.25,5
1951098,4.28,5
1951099,4.32,5
1951100,4.37,5
1951101,4.47,5
1951102,4.57,5
1951103,4.67,5
1951104,4.77,5
1951105,4.8,5
1951106,4.84,5
1951107,4.83,5
1951108,4.85,5
1951109,4.86,5
1951110,4.83,5
1951111,4.81,5
1951112,4.8,5
1951113,4.78,5
1951114,4.77,5
1951115,4.76,5
1951116,4.75,5
1951117,4.73,5
1951118,4.69,5
1951119,4.63,5
1951120,4.58,5
1951121,4.55,5
1951122,4.51,5
1951123,4.48,5
1951124,4.44,5
1951125,4.43,5
1951126,4.42,5
1951127,4.45,5
1951128,4.52,5
1951129,4.66,5
1951130,4.81,5
1951131,4.98,5
1951132,5.14,5
1951133,5.31,5
1951134,5.43,5
1951135,5.5,5
1951136,5.52,5
1951137,5.53,5
1951138,5.55,5
1951139,5.54,5
1951140,5.55,5
1951141,5.52,5
1951142,5.45,5
1951143,5.32,5
1951144,5.18,5
1951145,5.08,5
1951146,4.96,5
1951147,4.83,5
1951148,4.72,5
1951149,4.64,5
1951150,4.59,5
1951151,4.55,5
1951152,4.55,5
1951153,4.58,5
1951154,4.65,5
1951155,4.72,5
1951156,4.82,5
1951157,4.97,5
1951158,5.12,5
1951159,5.21,5
1951160,5.22,5
1951161,5.22,5
1951162,5.22,5
1951163,5.25,5
1951164,5.27,5
1951165,5.27,5
1951166,5.27,5
1951167,5.25,5
1951168,5.24,5
1951169,5.22,5
1951170,5.17,5
1951171,5.1,5
1951172,5.02,5
1951173,4.93,5
1951174,4.84,5
1951175,4.74,5
1951176,4.61,5
1951177,4.5,5
1951178,4.42,5
1951179,4.37,5
1951180,4.36,5
1951181,4.36,5
1951182,4.37,5
1951183,4.39,5
1951184,4.4,5
1951185,4.41,5
1951186,4.43,5
1951187,4.48,5
1951188,4.54,5
1951189,4.62,5
1951190,4.69,5
1951191,4.76,5
1951192,4.8,5
1951193,4.8,5
1951194,4.77,5
1951195,4.74,5
1951196,4.71,5
1951197,4.67,5
1951198,4.62,5
1951199,4.55,5
1951200,4.48,5
1951201,4.41,5
1951202,4.35,5
1951203,4.3,5
1951204,4.28,5
1951205,4.27,5
1951206,4.27,5
1951207,4.26,5
1951208,4.25,5
1951209,4.25,5
1951210,4.25,5
1951211,4.27,5
1951212,4.29,5
1951213,4.29,5
1951214,4.28,5
1951215,4.29,5
1951216,4.33,5
1951217,4.38,5
1951218,4.44,5
1951219,4.51,5
1951220,4.55,5
1951221,4.61,5
1951222,4.61,5
1951223,4.6,5
1951224,4.53,5
1951225,4.47,5
1951226,4.43,5
1951227,4.4,5
1951228,4.36,5
1951229,4.32,5
1951230,4.29,5
1951231,4.29,5
1951232,4.27,5
1951233,4.25,5
1951234,4.24,5
1951235,4.23,5
1951236,4.22,5
1951237,4.21,5
1951238,4.19,5
1951239,4.18,5
1951240,4.18,5
1951241,4.19,5
1951242,4.21,5
1951243,4.23,5
1951244,4.26,5
1951245,4.27,5
1951246,4.29,5
1951247,4.31,5
1951248,4.33,5
1951249,4.38,5
1951250,4.41,5
1951251,4.44,5
1951252,4.44,5
1951253,4.45,5
1951254,4.46,5
1951255,4.45,5
1951256,4.44,5
1951257,4.41,5
1951258,4.38,5
1951259,4.35,5
1951260,4.34,5
1951261,4.36,5
1951262,4.39,5
1951263,4.44,5
1951264,4.46,5
1951265,4.45,5
1951266,4.42,5
1951267,4.36,5
1951268,4.33,5
1951269,4.3,5
1951270,4.29,5
1951271,4.26,5
1951272,4.23,5
1951273,4.2,5
1951274,4.17,5
1951275,4.17,5
1951276,4.2,5
1951277,4.22,5
1951278,4.21,5
1951279,4.2,5
1951280,4.21,5
1951281,4.21,5
1951282,4.23,5
1951283,4.26,5
1951284,4.31,5
1951285,4.35,5
1951286,4.38,5
1951287,4.37,5
1951288,4.38,5
1951289,4.38,5
1951290,4.38,5
1951291,4.39,5
1951292,4.36,5
1951293,4.31,5
1951294,4.23,5
1951295,4.16,5
1951296,4.12,5
1951297,4.11,5
1951298,4.14,5
1951299,4.17,5
1951300,4.23,5
1951301,4.25,5
1951302,4.26,5
1951303,4.25,5
1951304,4.24,5
1951305,4.22,5
1951306,4.2,5
1951307,4.2,5
1951308,4.22,5
1951309,4.24,5
1951310,4.26,5
1951311,4.26,5
1951312,4.25,5
1951313,4.25,5
1951314,4.25,5
1951315,4.23,5
1951316,4.19,5
1951317,4.16,5
1951318,4.16,5
1951319,4.16,5
1951320,4.17,5
1951321,4.16,5
1951322,4.16,5
1951323,4.15,5
1951324,4.14,5
1951325,4.15,5
1951326,4.16,5
1951327,4.17,5
1951328,4.17,5
1951329,4.16,5
1951330,4.17,5
1951331,4.18,5
1951332,4.18,5
1951333,4.2,5
1951334,4.19,5
1951335,4.17,5
1951336,4.13,5
1951337,4.1,5
1951338,4.09,5
1951339,4.06,5
1951340,4.04,5
1951341,4.03,5
1951342,4.03,5
1951343,4.02,5
1951344,4.02,5
1951345,4.03,5
1951346,4.04,5
1951347,4.07,5
1951348,4.1,5
1951349,4.13,5
1951350,4.16,5
1951351,4.17,5
1951352,4.2,5
1951353,4.22,5
1951354,4.27,5
1951355,4.3,5
1951356,4.33,5
1951357,4.32,5
1951358,4.29,5
1951359,4.25,5
1951360,4.21,5
1951361,4.18,5
1951362,4.16,5
1951363,4.15,5
1951364,4.14,5
1951365,4.12,5
1952001,4.09,5
1952002,4.05,5
1952003,4.01,5
1952004,3.99,5
1952005,3.99,5
1952006,3.99,5
1952007,4.01,5
1952008,4.06,5
1952009,4.12,5
1952010,4.16,5
1952011,4.18,5
1952012,4.18,5
1952013,4.18,5
1952014,4.17,5
1952015,4.13,5
1952016,4.09,5
1952017,4.04,5
1952018,4.02,5
1952019,4.0,5
1952020,4.01,5
1952021,4.0,5
1952022,4.04,5
1952023,4.03,5
1952024,4.02,5
1952025,3.96,5
1952026,3.95,5
1952027,3.94,5
1952028,3.93,5
1952029,3.92,5
1952030,3.9,5
1952031,3.89,5
1952032,3.88,5
1952033,3.88,5
1952034,3.88,5
1952035,3.89,5
1952036,3.9,5
1952037,3.92,5
1952038,3.91,5
1952039,3.91,5
1952040,3.91,5
1952041,3.91,5
1952042,3.91,5
1952043,3.92,5
1952044,3.94,5
1952045,3.97,5
1952046,3.99,5
1952047,4.01,5
1952048,4.02,5
1952049,4.0,5
1952050,3.96,5
1952051,3.91,5
1952052,3.85,5
1952053,3.82,5
1952054,3.8,5
1952055,3.8,5
1952056,3.77,5
1952057,3.74,5
1952058,3.71,5
1952059,3.7,5
1952060,3.69,5
1952061,3.69,5
1952062,3.7,5
1952063,3.7,5
1952064,3.71,5
1952065,3.73,5
1952066,3.74,5
1952067,3.74,5
1952068,3.76,5
1952069,3.78,5
1952070,3.79,5
1952071,3.8,5
1952072,3.81,5
1952073,3.83,5
1952074,3.83,5
1952075,3.81,5
1952076,3.8,5
1952077,3.79,5
1952078,3.77,5
1952079,3.76,5
1952080,3.75,5
1952081,3.75,5
1952082,3.74,5
1952083,3.73,5
1952084,3.73,5
1952085,3.73,5
1952086,3.75,5
1952087,3.78,5
1952088,3.81,5
1952089,3.82,5
1952090,3.82,5
1952091,3.82,5
1952092,3.82,5
1952093,3.81,5
1952094,3.82,5
1952095,3.82,5
1952096,3.83,5
1952097,3.81,5
1952098,3.81,5
1952099,3.82,5
1952100,3.81,5
1952101,3.81,5
1952102,3.81,5
1952103,3.82,5
1952104,3.82,5
1952105,3.79,5
1952106,3.76,5
1952107,3.74,5
1952108,3.74,5
1952109,3.76,5
1952110,3.8,5
1952111,3.83,5
1952112,3.86,5
1952113,3.86,5
1952114,3.85,5
1952115,3.83,5
1952116,3.82,5
1952117,3.81,5
1952118,3.81,5
1952119,3.81,5
1952120,3.81,5
1952121,3.81,5
1952122,3.79,5
1952123,3.79,5
1952124,3.79,5
1952125,3.8,5
1952126,3.83,5
1952127,3.85,5
1952128,3.86,5
1952129,3.85,5
1952130,3.81,5
1952131,3.76,5
1952132,3.71,5
1952133,3.69,5
1952134,3.7,5
1952135,3.72,5
1952136,3.73,5
1952137,3.74,5
1952138,3.75,5
1952139,3.75,5
1952140,3.76,5
1952141,3.76,5
1952142,3.77,5
1952143,3.78,5
1952144,3.79,5
1952145,3.8,5
1952146,3.81,5
1952147,3.83,5
1952148,3.87,5
1952149,3.88,5
1952150,3.87,5
1952151,3.84,5
1952152,3.82,5
1952153,3.79,5
1952154,3.77,5
1952155,3.76,5
1952156,3.75,5
1952157,3.73,5
1952158,3.73,5
1952159,3.73,5
1952160,3.74,5
1952161,3.75,5
1952162,3.75,5
1952163,3.75,5
1952164,3.75,5
1952165,3.77,5
1952166,3.79,5
1952167,3.8,5
1952168,3.83,5
1952169,3.84,5
1952170,3.86,5
1952171,3.87,5
1952172,3.89,5
1952173,3.9,5
1952174,3.94,5
1952175,3.96,5
1952176,3.98,5
1952177,3.98,5
1952178,4.01,5
1952179,4.02,5
1952180,4.05,5
1952181,4.04,5
1952182,4.02,5
1952183,3.98,5
1952184,3.96,5
1952185,3.93,5
1952186,3.91,5
1952187,3.86,5
1952188,3.83,5
1952189,3.83,5
1952190,3.86,5
1952191,3.9,5
1952192,3.95,5
1952193,4.0,5
1952194,4.04,5
1952195,4.06,5
1952196,4.06,5
1952197,4.05,5
1952198,4.04,5
1952199,4.02,5
1952200,3.98,5
1952201,3.95,5
1952202,3.91,5
1952203,3.89,5
1952204,3.86,5
1952205,3.85,5
1952206,3.84,5
1952207,3.84,5
1952208,3.86,5
1952209,3.87,5
1952210,3.88,5
1952211,3.91,5
1952212,3.95,5
1952213,3.98,5
1952214,3.97,5
1952215,3.94,5
1952216,3.93,5
1952217,3.93,5
1952218,3.93,5
1952219,3.94,5
1952220,3.96,5
1952221,3.97,5
1952222,3.95,5
1952223,3.93,5
1952224,3.91,5
1952225,3.9,5
1952226,3.91,5
1952227,3.93,5
1952228,3.93,5
1952229,3.93,5
1952230,3.92,5
1952231,3.91,5
1952232,3.91,5
1952233,3.92,5
1952234,3.93,5
1952235,3.96,5
1952236,3.99,5
1952237,4.02,5
1952238,4.06,5
1952239,4.09,5
1952240,4.14,5
1952241,4.15,5
1952242,4.16,5
1952243,4.14,5
1952244,4.12,5
1952245,4.09,5
1952246,4.06,5
1952247,4.03,5
1952248,3.99,5
1952249,3.94,5
1952250,3.89,5
1952251,3.85,5
1952252,3.83,5
1952253,3.8,5
1952254,3.79,5
1952255,3.78,5
1952256,3.78,5
1952257,3.77,5
1952258,3.75,5
1952259,3.76,5
1952260,3.78,5
1952261,3.8,5
1952262,3.81,5
1952263,3.82,5
1952264,3.84,5
1952265,3.85,5
1952266,3.86,5
1952267,3.86,5
1952268,3.86,5
1952269,3.85,5
1952270,3.84,5
1952271,3.82,5
1952272,3.81,5
1952273,3.79,5
1952274,3.78,5
1952275,3.77,5
1952276,3.78,5
1952277,3.81,5
1952278,3.83,5
1952279,3.84,5
1952280,3.83,5
1952281,3.83,5
1952282,3.82,5
1952283,3.8,5
1952284,3.79,5
1952285,3.79,5
1952286,3.79,5
1952287,3.77,5
1952288,3.75,5
1952289,3.74,5
1952290,3.73,5
1952291,3.73,5
1952292,3.73,5
1952293,3.74,5
1952294,3.78,5
1952295,3.82,5
1952296,3.86,5
1952297,3.88,5
1952298,3.87,5
1952299,3.87,5
1952300,3.85,5
1952301,3.84,5
1952302,3.84,5
1952303,3.83,5
1952304,3.81,5
1952305,3.78,5
1952306,3.74,5
1952307,3.71,5
1952308,3.7,5
1952309,3.71,5
1952310,3.71,5
1952311,3.72,5
1952312,3.72,5
1952313,3.72,5
1952314,3.73,5
1952315,3.73,5
1952316,3.74,5
1952317,3.75,5
1952318,3.76,5
1952319,3.78,5
1952320,3.8,5
1952321,3.83,5
1952322,3.87,5
1952323,3.94,5
1952324,3.96,5
1952325,3.98,5
1952326,3.93,5
1952327,3.92,5
1952328,3.89,5
1952329,3.9,5
1952330,3.88,5
1952331,3.83,5
1952332,3.78,5
1952333,3.75,5
1952334,3.76,5
1952335,3.76,5
1952336,3.75,5
1952337,3.75,5
1952338,3.74,5
1952339,3.74,5
1952340,3.74,5
1952341,3.77,5
1952342,3.8,5
1952343,3.83,5
1952344,3.86,5
1952345,3.89,5
1952346,3.91,5
1952347,3.92,5
1952348,3.93,5
1952349,3.96,5
1952350,3.98,5
1952351,3.99,5
1952352,3.99,5
1952353,3.98,5
1952354,3.94,5
1952355,3.9,5
1952356,3.86,5
1952357,3.83,5
1952358,3.82,5
1952359,3.81,5
1952360,3.78,5
1952361,3.76,5
1952362,3.74,5
1952363,3.71,5
1952364,3.69,5
1952365,3.72,5
1952366,3.74,5
1953001,3.75,5
1953002,3.73,5
1953003,3.73,5
1953004,3.75,5
1953005,3.8,5
1953006,3.83,5
1953007,3.89,5
1953008,3.9,5
1953009,3.92,5
1953010,3.93,5
1953011,3.94,5
1953012,3.94,5
1953013,3.95,5
1953014,3.91,5
1953015,3.88,5
1953016,3.83,5
1953017,3.81,5
1953018,3.77,5
1953019,3.74,5
1953020,3.71,5
1953021,3.69,5
1953022,3.68,5
1953023,3.67,5
1953024,3.66,5
1953025,3.66,5
1953026,3.66,5
1953027,3.66,5
1953028,3.65,5
1953029,3.65,5
1953030,3.66,5
1953031,3.67,5
1953032,3.68,5
1953033,3.68,5
1953034,3.69,5
1953035,3.7,5
1953036,3.7,5
1953037,3.69,5
1953038,3.68,5
1953039,3.68,5
1953040,3.67,5
1953041,3.68,5
1953042,3.67,5
1953043,3.66,5
1953044,3.65,5
1953045,3.64,5
1953046,3.64,5
1953047,3.62,5
1953048,3.6,5
1953049,3.57,5
1953050,3.56,5
1953051,3.55,5
1953052,3.55,5
1953053,3.56,5
1953054,3.54,5
1953055,3.55,5
1953056,3.55,5
1953057,3.57,5
1953058,3.57,5
1953059,3.58,5
1953060,3.6,5
1953061,3.6,5
1953062,3.61,5
1953063,3.61,5
1953064,3.61,5
1953065,3.61,5
1953066,3.59,5
1953067,3.58,5
1953068,3.57,5
1953069,3.57,5
1953070,3.55,5
1953071,3.55,5
1953072,3.55,5
1953073,3.55,5
1953074,3.54,5
1953075,3.55,5
1953076,3.55,5
1953077,3.56,5
1953078,3.57,5
1953079,3.58,5
1953080,3.58,5
1953081,3.56,5
1953082,3.57,5
1953083,3.59,5
1953084,3.61,5
1953085,3.6,5
1953086,3.59,5
1953087,3.61,5
1953088,3.64,5
1953089,3.67,5
1953090,3.71,5
1953091,3.73,5
1953092,3.76,5
1953093,3.77,5
1953094,3.76,5
1953095,3.72,5
1953096,3.7,5
1953097,3.71,5
1953098,3.72,5
1953099,3.71,5
1953100,3.68,5
1953101,3.65,5
1953102,3.63,5
1953103,3.6,5
1953104,3.59,5
1953105,3.57,5
1953106,3.57,5
1953107,3.56,5
1953108,3.56,5
1953109,3.56,5
1953110,3.58,5
1953111,3.61,5
1953112,3.65,5
1953113,3.7,5
1953114,3.74,5
1953115,3.78,5
1953116,3.81,5
1953117,3.85,5
1953118,3.86,5
1953119,3.86,5
1953120,3.81,5
1953121,3.78,5
1953122,3.74,5
1953123,3.73,5
1953124,3.71,5
1953125,3.69,5
1953126,3.66,5
1953127,3.65,5
1953128,3.63,5
1953129,3.62,5
1953130,3.6,5
1953131,3.59,5
1953132,3.58,5
1953133,3.59,5
1953134,3.58,5
1953135,3.59,5
1953136,3.6,5
1953137,3.62,5
1953138,3.63,5
1953139,3.63,5
1953140,3.63,5
1953141,3.63,5
1953142,3.63,5
1953143,3.63,5
1953144,3.64,5
1953145,3.63,5
1953146,3.62,5
1953147,3.61,5
1953148,3.62,5
1953149,3.62,5
1953150,3.62,5
1953151,3.62,5
1953152,3.63,5
1953153,3.64,5
1953154,3.65,5
1953155,3.65,5
1953156,3.64,5
1953157,3.62,5
1953158,3.62,5
1953159,3.61,5
1953160,3.6,5
1953161,3.6,5
1953162,3.58,5
1953163,3.58,5
1953164,3.59,5
1953165,3.6,5
1953166,3.65,5
1953167,3.66,5
1953168,3.66,5
1953169,3.62,5
1953170,3.61,5
1953171,3.61,5
1953172,3.6,5
1953173,3.6,5
1953174,3.59,5
1953175,3.59,5
1953176,3.59,5
1953177,3.58,5
1953178,3.58,5
1953179,3.58,5
1953180,3.57,5
1953181,3.56,5
1953182,3.55,5
1953183,3.55,5
1953184,3.56,5
1953185,3.56,5
1953186,3.56,5
1953187,3.57,5
1953188,3.57,5
1953189,3.59,5
1953190,3.61,5
1953191,3.62,5
1953192,3.62,5
1953193,3.63,5
1953194,3.62,5
1953195,3.63,5
1953196,3.62,5
1953197,3.62,5
1953198,3.61,5
1953199,3.6,5
1953200,3.58,5
1953201,3.57,5
1953202,3.57,5
1953203,3.58,5
1953204,3.57,5
1953205,3.56,5
1953206,3.55,5
1953207,3.54,5
1953208,3.54,5
1953209,3.54,5
1953210,3.54,5
1953211,3.54,5
1953212,3.54,5
1953213,3.54,5
1953214,3.54,5
1953215,3.55,5
1953216,3.57,5
1953217,3.59,5
1953218,3.59,5
1953219,3.61,5
1953220,3.63,5
1953221,3.66,5
1953222,3.71,5
1953223,3.74,5
1953224,3.77,5
1953225,3.76,5
1953226,3.77,5
1953227,3.76,5
1953228,3.74,5
1953229,3.7,5
1953230,3.67,5
1953231,3.65,5
1953232,3.65,5
1953233,3.64,5
1953234,3.62,5
1953235,3.6,5
1953236,3.58,5
1953237,3.56,5
1953238,3.56,5
1953239,3.56,5
1953240,3.56,5
1953241,3.56,5
1953242,3.57,5
1953243,3.57,5
1953244,3.57,5
1953245,3.57,5
1953246,3.57,5
1953247,3.58,5
1953248,3.59,5
1953249,3.61,5
1953250,3.63,5
1953251,3.63,5
1953252,3.65,5
1953253,3.65,5
1953254,3.67,5
1953255,3.66,5
1953256,3.67,5
1953257,3.68,5
1953258,3.69,5
1953259,3.69,5
1953260,3.68,5
1953261,3.66,5
1953262,3.64,5
1953263,3.63,5
1953264,3.63,5
1953265,3.63,5
1953266,3.63,5
1953267,3.63,5
1953268,3.63,5
1953269,3.62,5
1953270,3.61,5
1953271,3.6,5
1953272,3.61,5
1953273,3.61,5
1953274,3.6,5
1953275,3.57,5
1953276,3.55,5
1953277,3.55,5
1953278,3.57,5
1953279,3.59,5
1953280,3.6,5
1953281,3.59,5
1953282,3.58,5
1953283,3.58,5
1953284,3.59,5
1953285,3.59,5
1953286,3.62,5
1953287,3.63,5
1953288,3.65,5
1953289,3.63,5
1953290,3.61,5
1953291,3.59,5
1953292,3.59,5
1953293,3.59,5
1953294,3.59,5
1953295,3.6,5
1953296,3.6,5
1953297,3.59,5
1953298,3.58,5
1953299,3.58,5
1953300,3.58,5
1953301,3.58,5
1953302,3.58,5
1953303,3.59,5
1953304,3.6,5
1953305,3.6,5
1953306,3.59,5
1953307,3.59,5
1953308,3.58,5
1953309,3.58,5
1953310,3.58,5
1953311,3.58,5
1953312,3.57,5
1953313,3.57,5
1953314,3.56,5
1953315,3.55,5
1953316,3.55,5
1953317,3.55,5
1953318,3.55,5
1953319,3.55,5
1953320,3.56,5
1953321,3.56,5
1953322,3.57,5
1953323,3.57,5
1953324,3.58,5
1953325,3.59,5
1953326,3.59,5
1953327,3.59,5
1953328,3.57,5
1953329,3.57,5
1953330,3.57,5
1953331,3.57,5
1953332,3.56,5
1953333,3.56,5
1953334,3.55,5
1953335,3.55,5
1953336,3.55,5
1953337,3.55,5
1953338,3.55,5
1953339,3.56,5
1953340,3.56,5
1953341,3.57,5
1953342,3.57,5
1953343,3.55,5
1953344,3.55,5
1953345,3.54,5
1953346,3.53,5
1953347,3.53,5
1953348,3.53,5
1953349,3.53,5
1953350,3.53,5
1953351,3.53,5
1953352,3.53,5
1953353,3.54,5
1953354,3.54,5
1953355,3.55,5
1953356,3.55,5
1953357,3.55,5
1953358,3.55,5
1953359,3.56,5
1953360,3.56,5
1953361,3.55,5
1953362,3.55,5
1953363,3.54,5
1953364,3.54,5
1953365,3.53,5
1954001,3.53,5
1954002,3.53,5
1954003,3.52,5
1954004,3.52,5
1954005,3.5,5
1954006,3.51,5
1954007,3.5,5
1954008,3.52,5
1954009,3.53,5
1954010,3.54,5
1954011,3.54,5
1954012,3.53,5
1954013,3.52,5
1954014,3.52,5
1954015,3.52,5
1954016,3.52,5
1954017,3.51,5
1954018,3.52,5
1954019,3.52,5
1954020,3.53,5
1954021,3.52,5
1954022,3.52,5
1954023,3.51,5
1954024,3.51,5
1954025,3.51,5
1954026,3.51,5
1954027,3.52,5
1954028,3.51,5
1954029,3.52,5
1954030,3.52,5
1954031,3.53,5
1954032,3.53,5
1954033,3.53,5
1954034,3.53,5
1954035,3.53,5
1954036,3.54,5
1954037,3.53,5
1954038,3.53,5
1954039,3.53,5
1954040,3.53,5
1954041,3.54,5
1954042,3.54,5
1954043,3.54,5
1954044,3.54,5
1954045,3.54,5
1954046,3.54,5
1954047,3.53,5
1954048,3.53,5
1954049,3.53,5
1954050,3.52,5
1954051,3.52,5
1954052,3.52,5
1954053,3.52,5
1954054,3.53,5
1954055,3.54,5
1954056,3.54,5
1954057,3.55,5
1954058,3.55,5
1954059,3.55,5
1954060,3.55,5
1954061,3.55,5
1954062,3.55,5
1954063,3.54,5
1954064,3.54,5
1954065,3.55,5
1954066,3.55,5
1954067,3.55,5
1954068,3.55,5
1954069,3.55,5
1954070,3.55,5
1954071,3.57,5
1954072,3.6,5
1954073,3.64,5
1954074,3.66,5
1954075,3.66,5
1954076,3.64,5
1954077,3.63,5
1954078,3.61,5
1954079,3.59,5
1954080,3.57,5
1954081,3.56,5
1954082,3.55,5
1954083,3.54,5
1954084,3.53,5
1954085,3.52,5
1954086,3.52,5
1954087,3.53,5
1954088,3.53,5
1954089,3.53,5
1954090,3.53,5
1954091,3.52,5
1954092,3.51,5
1954093,3.5,5
1954094,3.51,5
1954095,3.52,5
1954096,3.53,5
1954097,3.55,5
1954098,3.55,5
1954099,3.56,5
1954100,3.54,5
1954101,3.55,5
1954102,3.55,5
1954103,3.55,5
1954104,3.55,5
1954105,3.55,5
1954106,3.55,5
1954107,3.55,5
1954108,3.54,5
1954109,3.53,5
1954110,3.54,5
1954111,3.54,5
1954112,3.53,5
1954113,3.52,5
1954114,3.52,5
1954115,3.52,5
1954116,3.52,5
1954117,3.51,5
1954118,3.51,5
1954119,3.51,5
1954120,3.51,5
1954121,3.52,5
1954122,3.52,5
1954123,3.52,5
1954124,3.52,5
1954125,3.52,5
1954126,3.52,5
1954127,3.52,5
1954128,3.52,5
1954129,3.52,5
1954130,3.52,5
1954131,3.52,5
1954132,3.52,5
1954133,3.51,5
1954134,3.51,5
1954135,3.51,5
1954136,3.51,5
1954137,3.51,5
1954138,3.51,5
1954139,3.5,5
1954140,3.5,5
1954141,3.51,5
1954142,3.51,5
1954143,3.51,5
1954144,3.51,5
1954145,3.51,5
1954146,3.52,5
1954147,3.51,5
1954148,3.5,5
1954149,3.5,5
1954150,3.51,5
1954151,3.5,5
1954152,3.5,5
1954153,3.49,5
1954154,3.5,5
1954155,3.51,5
1954156,3.5,5
1954157,3.51,5
1954158,3.5,5
1954159,3.51,5
1954160,3.52,5
1954161,3.52,5
1954162,3.51,5
1954163,3.5,5
1954164,3.5,5
1954165,3.51,5
1954166,3.51,5
1954167,3.51,5
1954168,3.51,5
1954169,3.5,5
1954170,3.49,5
1954171,3.48,5
1954172,3.48,5
1954173,3.49,5
1954174,3.5,5
1954175,3.51,5
1954176,3.5,5
1954177,3.49,5
1954178,3.49,5
1954179,3.5,5
1954180,3.52,5
1954181,3.52,5
1954182,3.5,5
1954183,3.5,5
1954184,3.5,5
1954185,3.51,5
1954186,3.52,5
1954187,3.52,5
1954188,3.51,5
1954189,3.51,5
1954190,3.51,5
1954191,3.51,5
1954192,3.51,5
1954193,3.52,5
1954194,3.52,5
1954195,3.52,5
1954196,3.52,5
1954197,3.51,5
1954198,3.51,5
1954199,3.51,5
1954200,3.51,5
1954201,3.51,5
1954202,3.5,5
1954203,3.51,5
1954204,3.51,5
1954205,3.51,5
1954206,3.52,5
1954207,3.52,5
1954208,3.53,5
1954209,3.53,5
1954210,3.53,5
1954211,3.53,5
1954212,3.54,5
1954213,3.54,5
1954214,3.53,5
1954215,3.53,5
1954216,3.53,5
1954217,3.53,5
1954218,3.54,5
1954219,3.55,5
1954220,3.55,5
1954221,3.56,5
1954222,3.56,5
1954223,3.56,5
1954224,3.55,5
1954225,3.55,5
1954226,3.55,5
1954227,3.55,5
1954228,3.54,5
1954229,3.54,5
1954230,3.53,5
1954231,3.53,5
1954232,3.53,5
1954233,3.54,5
1954234,3.56,5
1954235,3.57,5
1954236,3.57,5
1954237,3.57,5
1954238,3.56,5
1954239,3.55,5
1954240,3.54,5
1954241,3.54,5
1954242,3.54,5
1954243,3.54,5
1954244,3.54,5
1954245,3.55,5
1954246,3.56,5
1954247,3.56,5
1954248,3.56,5
1954249,3.55,5
1954250,3.54,5
1954251,3.55,5
1954252,3.56,5
1954253,3.57,5
1954254,3.56,5
1954255,3.56,5
1954256,3.56,5
1954257,3.55,5
1954258,3.56,5
1954259,3.56,5
1954260,3.57,5
1954261,3.58,5
1954262,3.58,5
1954263,3.58,5
1954264,3.57,5
1954265,3.57,5
1954266,3.57,5
1954267,3.57,5
1954268,3.57,5
1954269,3.57,5
1954270,3.57,5
1954271,3.58,5
1954272,3.6,5
1954273,3.6,5
1954274,3.6,5
1954275,3.57,5
1954276,3.57,5
1954277,3.59,5
1954278,3.62,5
1954279,3.63,5
1954280,3.63,5
